(141, 34, 19, 104)
(141.0, 34.0, 19.0, 104.0)
(142.0, 35.0, 19.0, 104.0)
(141.0, 34.0, 19.0, 104.0)
(141.0, 35.0, 19.0, 104.0)
(142.0, 34.0, 19.0, 104.0)
(141.0, 35.0, 19.0, 104.0)
(141.0, 34.0, 19.0, 104.0)
(141.0, 34.0, 19.0, 104.0)
(141.0, 34.0, 19.0, 104.0)
(140.0, 35.0, 19.0, 104.0)
(140.0, 35.0, 19.0, 104.0)
(140.0, 35.0, 19.0, 104.0)
(140.0, 35.0, 19.0, 104.0)
(139.0, 35.0, 19.0, 104.0)
(140.0, 34.0, 19.0, 104.0)
(139.0, 35.0, 19.0, 104.0)
(139.0, 35.0, 19.0, 104.0)
(139.0, 35.0, 19.0, 104.0)
(138.0, 34.0, 19.0, 104.0)
(137.0, 34.0, 19.0, 104.0)
(137.0, 34.0, 19.0, 104.0)
(138.0, 35.0, 19.0, 104.0)
(137.0, 35.0, 19.0, 104.0)
(137.0, 34.0, 19.0, 104.0)
(135.0, 33.0, 19.0, 104.0)
(136.0, 34.0, 19.0, 104.0)
(135.0, 35.0, 19.0, 104.0)
(135.0, 35.0, 19.0, 104.0)
(134.0, 34.0, 19.0, 104.0)
(134.0, 36.0, 19.0, 104.0)
(134.0, 36.0, 19.0, 104.0)
(134.0, 37.0, 19.0, 104.0)
(135.0, 37.0, 19.0, 104.0)
(135.0, 38.0, 19.0, 104.0)
(135.0, 39.0, 19.0, 104.0)
(135.0, 39.0, 19.0, 104.0)
(135.0, 38.0, 19.0, 104.0)
(135.0, 40.0, 19.0, 104.0)
(133.0, 40.0, 19.0, 104.0)
(133.0, 40.0, 19.0, 104.0)
(131.0, 40.0, 19.0, 104.0)
(131.0, 40.0, 19.0, 104.0)
(131.0, 44.0, 19.0, 104.0)
(135.0, 45.0, 19.0, 104.0)
(125.0, 39.0, 19.0, 104.0)
(127.0, 39.0, 19.0, 104.0)
(125.0, 37.0, 19.0, 104.0)
(124.0, 35.0, 19.0, 104.0)
(124.0, 33.0, 19.0, 104.0)
(122.0, 32.0, 19.0, 104.0)
(122.0, 29.0, 19.0, 104.0)
(123.0, 29.0, 19.0, 104.0)
(121.0, 26.0, 19.0, 104.0)
(122.0, 25.0, 19.0, 104.0)
(121.0, 24.0, 19.0, 104.0)
(121.0, 22.0, 19.0, 104.0)
(119.0, 19.0, 19.0, 104.0)
(119.0, 17.0, 19.0, 104.0)
(120.0, 17.0, 19.0, 104.0)
(120.0, 14.0, 19.0, 104.0)
(119.0, 15.0, 19.0, 104.0)
(120.0, 14.0, 19.0, 104.0)
(119.0, 12.0, 19.0, 104.0)
(118.0, 13.0, 19.0, 104.0)
(118.0, 12.0, 19.0, 104.0)
(118.0, 13.0, 19.0, 104.0)
(119.0, 12.0, 19.0, 104.0)
(117.0, 12.0, 19.0, 104.0)
(118.0, 13.0, 19.0, 104.0)
(118.0, 13.0, 19.0, 104.0)
(118.0, 13.0, 19.0, 104.0)
(118.0, 13.0, 19.0, 104.0)
(116.0, 13.0, 19.0, 104.0)
(117.0, 15.0, 19.0, 104.0)
(117.0, 16.0, 19.0, 104.0)
(117.0, 17.0, 19.0, 104.0)
(116.0, 18.0, 19.0, 104.0)
(116.0, 20.0, 19.0, 104.0)
(116.0, 21.0, 19.0, 104.0)
(115.0, 23.0, 19.0, 104.0)
(115.0, 24.0, 19.0, 104.0)
(113.0, 26.0, 19.0, 104.0)
(114.0, 28.0, 19.0, 104.0)
(113.0, 30.0, 19.0, 104.0)
(113.0, 32.0, 19.0, 104.0)
(112.0, 35.0, 19.0, 104.0)
(112.0, 37.0, 19.0, 104.0)
(110.0, 39.0, 19.0, 104.0)
(109.0, 41.0, 19.0, 104.0)
(109.0, 44.0, 19.0, 104.0)
(108.0, 45.0, 19.0, 104.0)
(108.0, 46.0, 19.0, 104.0)
(107.0, 48.0, 19.0, 104.0)
(106.0, 51.0, 19.0, 104.0)
(105.0, 52.0, 19.0, 104.0)
(104.0, 53.0, 19.0, 104.0)
(104.0, 57.0, 19.0, 104.0)
(103.0, 60.0, 19.0, 104.0)
(102.0, 62.0, 19.0, 104.0)
(101.0, 64.0, 19.0, 104.0)
(100.0, 65.0, 19.0, 104.0)
(100.0, 67.0, 19.0, 104.0)
(99.0, 69.0, 19.0, 104.0)
(98.0, 71.0, 19.0, 104.0)
(97.0, 72.0, 19.0, 104.0)
(96.0, 73.0, 19.0, 104.0)
(96.0, 74.0, 19.0, 104.0)
(95.0, 74.0, 19.0, 104.0)
(94.0, 74.0, 19.0, 104.0)
(93.0, 74.0, 19.0, 104.0)
(92.0, 74.0, 19.0, 104.0)
(91.0, 74.0, 19.0, 104.0)
(90.0, 74.0, 19.0, 104.0)
(89.0, 74.0, 19.0, 104.0)
(88.0, 74.0, 19.0, 104.0)
(87.0, 74.0, 19.0, 104.0)
(88.0, 74.0, 19.0, 104.0)
(86.0, 73.0, 19.0, 104.0)
(85.0, 74.0, 19.0, 104.0)
(84.0, 74.0, 19.0, 104.0)
(83.0, 74.0, 19.0, 104.0)
(83.0, 74.0, 19.0, 104.0)
(82.0, 74.0, 19.0, 104.0)
(81.0, 74.0, 19.0, 104.0)
(80.0, 74.0, 19.0, 104.0)
(80.0, 74.0, 19.0, 104.0)
(79.0, 74.0, 19.0, 104.0)
(78.0, 74.0, 19.0, 104.0)
(77.0, 73.0, 19.0, 104.0)
(77.0, 73.0, 19.0, 104.0)
(76.0, 73.0, 19.0, 104.0)
(75.0, 73.0, 19.0, 104.0)
(74.0, 72.0, 19.0, 104.0)
(74.0, 72.0, 19.0, 104.0)
(73.0, 72.0, 19.0, 104.0)
(72.0, 71.0, 19.0, 104.0)
(72.0, 71.0, 19.0, 104.0)
(71.0, 70.0, 19.0, 104.0)
(70.0, 70.0, 19.0, 104.0)
(69.0, 70.0, 19.0, 104.0)
(69.0, 69.0, 19.0, 104.0)
(68.0, 68.0, 19.0, 104.0)
(67.0, 68.0, 19.0, 104.0)
(67.0, 67.0, 19.0, 104.0)
(66.0, 67.0, 19.0, 104.0)
(65.0, 66.0, 19.0, 104.0)
(65.0, 65.0, 19.0, 104.0)
(64.0, 64.0, 19.0, 104.0)
(63.0, 63.0, 19.0, 104.0)
(62.0, 62.0, 19.0, 104.0)
(62.0, 62.0, 19.0, 104.0)
(61.0, 61.0, 19.0, 104.0)
(60.0, 59.0, 19.0, 104.0)
(59.0, 59.0, 19.0, 104.0)
