(65, 65, 70, 270)
(68.0, 63.0, 70.0, 270.0)
(71.0, 63.0, 70.0, 270.0)
(74.0, 63.0, 70.0, 270.0)
(77.0, 63.0, 70.0, 270.0)
(80.0, 63.0, 70.0, 270.0)
(83.0, 63.0, 70.0, 270.0)
(86.0, 63.0, 70.0, 270.0)
(89.0, 66.0, 70.0, 270.0)
(92.0, 66.0, 70.0, 270.0)
(94.0, 66.0, 70.0, 270.0)
(97.0, 66.0, 70.0, 270.0)
(100.0, 66.0, 70.0, 270.0)
(103.0, 66.0, 70.0, 270.0)
(106.0, 69.0, 70.0, 270.0)
(109.0, 69.0, 70.0, 270.0)
(112.0, 69.0, 70.0, 270.0)
(115.0, 69.0, 70.0, 270.0)
(118.0, 69.0, 70.0, 270.0)
(121.0, 69.0, 70.0, 270.0)
(123.0, 72.0, 70.0, 270.0)
(126.0, 72.0, 70.0, 270.0)
(128.0, 72.0, 70.0, 270.0)
(131.0, 72.0, 70.0, 270.0)
(134.0, 72.0, 70.0, 270.0)
(137.0, 72.0, 70.0, 270.0)
(140.0, 72.0, 70.0, 270.0)
(142.0, 72.0, 70.0, 270.0)
(144.0, 72.0, 70.0, 270.0)
(148.0, 69.0, 70.0, 270.0)
(150.0, 72.0, 70.0, 270.0)
(153.0, 72.0, 70.0, 270.0)
(155.0, 72.0, 70.0, 270.0)
(158.0, 72.0, 70.0, 270.0)
(160.0, 72.0, 70.0, 270.0)
(163.0, 72.0, 70.0, 270.0)
(166.0, 72.0, 70.0, 270.0)
(168.0, 72.0, 70.0, 270.0)
(169.0, 72.0, 70.0, 270.0)
(172.0, 72.0, 70.0, 270.0)
(174.0, 72.0, 70.0, 270.0)
(177.0, 72.0, 70.0, 270.0)
(179.0, 72.0, 70.0, 270.0)
(181.0, 72.0, 70.0, 270.0)
(184.0, 72.0, 70.0, 270.0)
(185.0, 72.0, 70.0, 270.0)
(186.0, 75.0, 70.0, 270.0)
(188.0, 75.0, 70.0, 270.0)
(190.0, 75.0, 70.0, 270.0)
(192.0, 75.0, 70.0, 270.0)
(194.0, 75.0, 70.0, 270.0)
(196.0, 75.0, 70.0, 270.0)
(199.0, 75.0, 70.0, 270.0)
(201.0, 75.0, 70.0, 270.0)
(203.0, 75.0, 70.0, 270.0)
(205.0, 75.0, 70.0, 270.0)
(206.0, 72.0, 70.0, 270.0)
(208.0, 75.0, 70.0, 270.0)
(209.0, 75.0, 70.0, 270.0)
(211.0, 75.0, 70.0, 270.0)
(213.0, 75.0, 70.0, 270.0)
(214.0, 75.0, 70.0, 270.0)
(216.0, 75.0, 70.0, 270.0)
(217.0, 75.0, 70.0, 270.0)
(219.0, 75.0, 70.0, 270.0)
(220.0, 75.0, 70.0, 270.0)
(221.0, 75.0, 70.0, 270.0)
(223.0, 75.0, 70.0, 270.0)
(225.0, 75.0, 70.0, 270.0)
(226.0, 75.0, 70.0, 270.0)
(227.0, 75.0, 70.0, 270.0)
(227.0, 75.0, 70.0, 270.0)
(228.0, 75.0, 70.0, 270.0)
(230.0, 75.0, 70.0, 270.0)
(231.0, 75.0, 70.0, 270.0)
(234.0, 75.0, 70.0, 270.0)
(206.0, 0.0, 70.0, 270.0)
(207.0, 3.0, 70.0, 270.0)
(208.0, 6.0, 70.0, 270.0)
(209.0, 9.0, 70.0, 270.0)
(211.0, 3.0, 70.0, 270.0)
(212.0, 18.0, 70.0, 270.0)
(213.0, 18.0, 70.0, 270.0)
(214.0, 18.0, 70.0, 270.0)
(216.0, 18.0, 70.0, 270.0)
(217.0, 21.0, 70.0, 270.0)
(218.0, 21.0, 70.0, 270.0)
(220.0, 18.0, 70.0, 270.0)
(221.0, 18.0, 70.0, 270.0)
(222.0, 18.0, 70.0, 270.0)
(214.0, 15.0, 70.0, 270.0)
(215.0, 15.0, 70.0, 270.0)
(216.0, 18.0, 70.0, 270.0)
(217.0, 18.0, 70.0, 270.0)
(218.0, 18.0, 70.0, 270.0)
(218.0, 21.0, 70.0, 270.0)
(220.0, 21.0, 70.0, 270.0)
(220.0, 24.0, 70.0, 270.0)
(221.0, 24.0, 70.0, 270.0)
(222.0, 24.0, 70.0, 270.0)
(223.0, 27.0, 70.0, 270.0)
(224.0, 27.0, 70.0, 270.0)
(223.0, 30.0, 70.0, 270.0)
(223.0, 30.0, 70.0, 270.0)
(221.0, 18.0, 70.0, 270.0)
(222.0, 18.0, 70.0, 270.0)
(224.0, 18.0, 70.0, 270.0)
(225.0, 21.0, 70.0, 270.0)
(226.0, 21.0, 70.0, 270.0)
(227.0, 21.0, 70.0, 270.0)
(234.0, 30.0, 70.0, 270.0)
(234.0, 30.0, 70.0, 270.0)
(234.0, 27.0, 70.0, 270.0)
(234.0, 30.0, 70.0, 270.0)
(237.0, 30.0, 70.0, 270.0)
(239.0, 24.0, 70.0, 270.0)
(240.0, 12.0, 70.0, 270.0)
(240.0, 12.0, 70.0, 270.0)
(240.0, 9.0, 70.0, 270.0)
(240.0, 9.0, 70.0, 270.0)
(239.0, 9.0, 70.0, 270.0)
(239.0, 9.0, 70.0, 270.0)
(239.0, 9.0, 70.0, 270.0)
(239.0, 9.0, 70.0, 270.0)
(239.0, 9.0, 70.0, 270.0)
(239.0, 9.0, 70.0, 270.0)
